x,y,timestamp
0,0,1725025055677
0,0,1725025055706
0,0,1725025055723
0,0,1725025055739
0,0,1725025055756
0,0,1725025055772
0,0,1725025055789
0,0,1725025055806
0,0,1725025055823
0,0,1725025055839
0,0,1725025055856
0,0,1725025055873
0,0,1725025055892
0,0,1725025055907
0,0,1725025055923
0,0,1725025055940
0,0,1725025055956
0,0,1725025055973
0,0,1725025055990
0,0,1725025058990
0,0,1725025059008
0,0,1725025059023
0,0,1725025059045
0,0,1725025059062
0,0,1725025059079
0,0,1725025059095
0,0,1725025059113
0,0,1725025059131
0,0,1725025059145
0,0,1725025059162
0,0,1725025059179
0,0,1725025059196
0,0,1725025059212
0,0,1725025059229
0,0,1725025059248
0,0,1725025059263
0,0,1725025059279
0,0,1725025062279
0,0,1725025062298
0,0,1725025062313
0,0,1725025062335
0,0,1725025062352
0,0,1725025062368
0,0,1725025062385
0,0,1725025062402
0,0,1725025062418
0,0,1725025062435
0,0,1725025062452
0,0,1725025062469
0,0,1725025062486
0,0,1725025062502
0,0,1725025062518
0,0,1725025062535
0,0,1725025062552
0,0,1725025062569
1170,177,1725025065569
1170,177,1725025065591
1170,177,1725025065607
1170,177,1725025068608
1170,177,1725025068625
1170,177,1725025068645
1170,177,1725025068662
1170,177,1725025068680
1170,177,1725025068697
1170,177,1725025071698
1170,177,1725025071715
1170,177,1725025071736
1170,177,1725025071753
1170,177,1725025071769
1170,177,1725025071786
1170,177,1725025074786
1170,177,1725025074808
1170,177,1725025074824
1170,177,1725025074842
1170,177,1725025074859
1170,177,1725025074876
1170,177,1725025077876
1170,177,1725025077893
1170,177,1725025077908
1170,177,1725025077926
1170,177,1725025077948
1170,177,1725025077964
697,603,1725025080964
697,603,1725025080984
697,603,1725025081000
697,603,1725025081020
697,603,1725025081038
697,603,1725025081053
697,603,1725025081070
697,603,1725025081087
697,603,1725025081107
697,603,1725025081120
697,603,1725025081137
697,603,1725025081153
697,603,1725025081170
697,603,1725025081187
697,603,1725025081204
697,603,1725025081221
697,603,1725025081241
697,603,1725025081254
697,603,1725025081270
697,603,1725025081287
697,603,1725025081304
697,603,1725025081321
697,603,1725025081338
697,603,1725025081354
697,603,1725025081371
697,603,1725025081387
697,603,1725025081404
697,603,1725025081420
697,603,1725025081438
697,603,1725025081454
697,603,1725025081472
697,603,1725025081488
697,603,1725025081509
697,603,1725025081521
697,603,1725025081537
697,603,1725025081555
697,603,1725025081575
697,603,1725025081589
697,603,1725025081604
695,603,1725025081621
691,603,1725025081638
685,603,1725025081654
673,603,1725025081671
654,603,1725025081688
643,603,1725025081704
635,603,1725025081722
632,603,1725025081738
632,603,1725025081754
619,603,1725025081772
600,602,1725025081788
585,600,1725025081805
576,599,1725025081821
568,598,1725025081838
562,598,1725025081855
556,596,1725025081871
550,596,1725025081888
545,596,1725025081905
541,596,1725025081922
536,596,1725025081938
527,594,1725025081955
513,593,1725025081971
489,591,1725025081988
472,590,1725025082005
467,589,1725025082022
466,589,1725025082039
461,589,1725025082056
453,589,1725025082072
446,589,1725025082089
440,589,1725025082105
432,589,1725025082122
414,589,1725025082139
397,589,1725025082156
376,589,1725025082172
357,589,1725025082189
338,589,1725025082205
325,589,1725025082222
314,589,1725025082239
309,589,1725025082255
308,589,1725025082272
308,589,1725025082289
307,589,1725025082306
301,589,1725025082322
279,592,1725025082339
263,592,1725025082356
250,592,1725025082372
232,593,1725025082389
219,594,1725025082406
206,594,1725025082422
192,594,1725025082439
176,594,1725025082456
160,594,1725025082473
149,594,1725025082489
141,594,1725025082506
130,594,1725025082523
125,594,1725025082539
121,594,1725025082556
117,594,1725025082573
116,594,1725025082590
116,594,1725025082606
116,594,1725025082624
116,594,1725025082640
116,594,1725025082656
116,594,1725025082673
116,594,1725025082690
116,594,1725025082706
116,594,1725025082723
116,594,1725025082740
113,594,1725025082756
103,591,1725025082773
90,588,1725025082790
85,587,1725025082806
81,584,1725025082824
77,582,1725025082840
75,581,1725025082857
73,580,1725025082873
72,579,1725025082890
70,577,1725025082906
68,572,1725025082923
65,568,1725025082940
63,566,1725025082957
60,562,1725025082974
59,558,1725025082990
58,554,1725025083007
57,548,1725025083024
56,544,1725025083040
55,537,1725025083057
54,530,1725025083074
54,520,1725025083090
54,514,1725025083107
54,507,1725025083124
54,500,1725025083141
54,484,1725025083157
54,463,1725025083174
54,445,1725025083191
54,433,1725025083207
54,426,1725025083224
54,420,1725025083241
54,410,1725025083257
54,401,1725025083274
54,384,1725025083291
57,365,1725025083308
59,357,1725025083324
59,353,1725025083341
61,346,1725025083357
61,326,1725025083374
61,300,1725025083391
61,275,1725025083407
61,260,1725025083424
61,251,1725025083441
61,242,1725025083458
61,221,1725025083475
64,212,1725025083491
65,206,1725025083508
67,197,1725025083525
70,187,1725025083541
73,177,1725025083558
75,170,1725025083575
78,157,1725025083591
81,146,1725025083608
83,138,1725025083625
85,131,1725025083642
87,129,1725025083658
91,121,1725025083675
95,117,1725025083692
96,115,1725025083708
96,114,1725025083725
96,114,1725025083741
98,114,1725025083758
99,112,1725025083775
103,111,1725025083792
105,109,1725025083808
107,107,1725025083825
110,106,1725025083842
113,103,1725025083858
120,99,1725025083875
127,97,1725025083892
138,93,1725025083909
147,91,1725025083925
153,89,1725025083942
154,89,1725025083958
156,89,1725025083976
156,89,1725025083992
156,89,1725025084009
156,89,1725025084026
156,89,1725025084042
157,89,1725025084059
160,87,1725025084075
164,87,1725025084092
168,86,1725025084109
171,85,1725025084126
176,85,1725025084142
181,83,1725025084159
187,83,1725025084176
192,83,1725025084192
197,83,1725025084209
206,83,1725025084226
223,84,1725025084243
232,86,1725025084260
237,88,1725025084276
242,90,1725025084293
246,92,1725025084309
251,95,1725025084326
255,98,1725025084343
259,100,1725025084360
263,103,1725025084376
267,106,1725025084393
270,109,1725025084409
272,111,1725025084426
272,111,1725025084443
273,112,1725025084460
274,116,1725025084476
276,120,1725025084493
277,124,1725025084510
278,127,1725025084526
278,130,1725025084543
278,134,1725025084560
278,139,1725025084576
278,145,1725025084593
278,151,1725025084610
278,160,1725025084627
278,167,1725025084643
278,174,1725025084660
278,179,1725025084677
278,185,1725025084693
278,189,1725025084710
278,194,1725025084727
276,198,1725025084743
275,201,1725025084760
273,205,1725025084777
271,209,1725025084794
265,215,1725025084811
261,219,1725025084827
258,222,1725025084843
256,224,1725025084860
256,224,1725025084877
256,225,1725025084893
253,228,1725025084910
249,233,1725025084927
244,239,1725025084944
238,245,1725025084961
231,252,1725025084977
226,259,1725025084994
215,270,1725025085011
211,278,1725025085028
206,288,1725025085044
202,297,1725025085061
199,303,1725025085077
195,308,1725025085094
193,312,1725025085111
191,318,1725025085127
188,326,1725025085144
187,332,1725025085161
186,337,1725025085178
184,343,1725025085194
184,347,1725025085211
183,351,1725025085228
182,356,1725025085245
182,360,1725025085261
180,360,1725025085278
180,360,1725025085294
180,360,1725025085311
180,360,1725025085328
180,361,1725025085344
180,363,1725025085361
180,367,1725025085378
180,373,1725025085395
180,382,1725025085411
180,388,1725025085428
180,392,1725025085445
180,395,1725025085461
180,397,1725025085478
180,400,1725025085495
180,402,1725025085512
181,406,1725025085529
185,413,1725025085545
190,423,1725025085562
194,428,1725025085578
201,437,1725025085595
209,447,1725025085612
218,455,1725025085628
224,458,1725025085645
229,462,1725025085662
235,464,1725025085679
239,467,1725025085695
247,469,1725025085712
262,473,1725025085729
283,481,1725025085745
304,489,1725025085762
315,495,1725025085779
322,495,1725025085795
328,497,1725025085812
332,497,1725025085829
337,497,1725025085845
343,497,1725025085862
348,497,1725025085879
356,497,1725025085895
363,497,1725025085912
366,497,1725025085929
369,495,1725025085946
372,492,1725025085962
385,481,1725025085979
395,472,1725025085996
406,463,1725025086012
416,455,1725025086029
422,447,1725025086046
426,438,1725025086063
433,421,1725025086079
441,401,1725025086096
444,383,1725025086113
449,365,1725025086129
455,350,1725025086146
456,327,1725025086163
459,310,1725025086180
459,297,1725025086196
459,289,1725025086213
459,282,1725025086230
461,275,1725025086247
461,262,1725025086263
461,252,1725025086280
461,241,1725025086297
458,229,1725025086313
456,216,1725025086330
454,203,1725025086346
454,193,1725025086363
454,187,1725025086380
454,180,1725025086396
454,174,1725025086413
456,165,1725025086430
457,153,1725025086447
461,142,1725025086463
463,131,1725025086480
467,123,1725025086497
471,117,1725025086514
475,111,1725025086530
481,108,1725025086547
486,107,1725025086563
495,105,1725025086580
507,103,1725025086597
516,103,1725025086614
525,103,1725025086630
534,103,1725025086647
546,103,1725025086664
557,107,1725025086680
565,109,1725025086697
574,113,1725025086715
593,120,1725025086731
606,128,1725025086747
618,132,1725025086764
623,134,1725025086780
627,136,1725025086797
630,142,1725025086814
633,146,1725025086831
636,152,1725025086847
638,160,1725025086864
641,172,1725025086881
641,185,1725025086897
641,200,1725025086914
641,224,1725025086931
641,235,1725025086948
637,244,1725025086964
632,259,1725025086981
625,272,1725025086998
617,290,1725025087014
604,308,1725025087031
597,326,1725025087048
592,338,1725025087065
589,344,1725025087082
585,355,1725025087098
578,367,1725025087115
577,378,1725025087131
574,389,1725025087148
573,395,1725025087165
572,401,1725025087181
572,406,1725025087198
572,412,1725025087215
572,422,1725025087231
574,434,1725025087248
575,442,1725025087265
576,448,1725025087282
578,454,1725025087298
579,458,1725025087315
581,459,1725025087333
582,462,1725025087348
587,468,1725025087365
603,479,1725025087382
621,489,1725025087399
633,498,1725025087416
642,504,1725025087432
648,507,1725025087448
653,508,1725025087465
657,508,1725025087482
663,508,1725025087499
663,508,1725025087515
669,508,1725025087533
687,508,1725025087549
704,508,1725025087565
719,508,1725025087582
726,508,1725025087599
729,508,1725025087616
731,506,1725025087632
731,503,1725025087649
733,500,1725025087666
735,495,1725025087682
743,486,1725025087699
750,479,1725025087716
753,476,1725025087732
763,464,1725025087750
771,457,1725025087766
775,448,1725025087782
779,439,1725025087799
782,426,1725025087816
786,415,1725025087833
788,404,1725025087849
791,395,1725025087866
796,374,1725025087883
800,360,1725025087899
803,343,1725025087916
804,332,1725025087933
804,323,1725025087949
804,314,1725025087967
804,308,1725025087983
804,302,1725025088000
804,296,1725025088016
804,287,1725025088033
803,278,1725025088050
801,269,1725025088066
798,256,1725025088083
797,251,1725025088100
797,245,1725025088116
797,241,1725025088133
797,237,1725025088150
796,231,1725025088167
795,224,1725025088183
794,215,1725025088200
793,206,1725025088217
793,197,1725025088234
793,191,1725025088250
793,184,1725025088267
795,180,1725025088283
797,176,1725025088300
799,175,1725025088317
799,175,1725025088334
799,173,1725025088351
800,172,1725025088367
804,168,1725025088384
809,166,1725025088400
815,165,1725025088418
821,163,1725025088434
831,163,1725025088451
836,163,1725025088467
840,163,1725025088484
844,163,1725025088500
849,163,1725025088517
855,163,1725025088534
866,164,1725025088551
877,165,1725025088567
884,165,1725025088585
890,167,1725025088601
896,168,1725025088618
902,169,1725025088634
907,171,1725025088651
910,174,1725025088667
912,178,1725025088685
916,183,1725025088701
919,189,1725025088718
921,195,1725025088734
923,204,1725025088751
924,212,1725025088768
924,219,1725025088785
924,227,1725025088801
924,234,1725025088818
924,243,1725025088834
923,256,1725025088851
921,266,1725025088868
920,277,1725025088885
919,288,1725025088901
919,304,1725025088918
918,317,1725025088935
917,331,1725025088951
914,348,1725025088968
914,367,1725025088985
911,384,1725025089002
910,400,1725025089018
905,425,1725025089035
902,444,1725025089051
901,459,1725025089068
898,476,1725025089085
896,491,1725025089101
893,505,1725025089119
890,522,1725025089135
888,537,1725025089152
884,546,1725025089168
884,552,1725025089185
884,557,1725025089202
884,562,1725025089218
884,575,1725025089236
884,588,1725025089252
883,596,1725025089269
882,602,1725025089285
882,606,1725025089302
882,612,1725025089319
880,619,1725025089336
880,628,1725025089352
880,637,1725025089369
880,644,1725025089386
880,650,1725025089402
880,657,1725025089419
880,662,1725025089436
880,665,1725025089452
880,668,1725025089469
880,672,1725025089486
880,676,1725025089502
880,681,1725025089519
880,687,1725025089536
880,693,1725025089552
881,698,1725025089569
882,702,1725025089586
882,709,1725025089603
882,715,1725025089619
884,722,1725025089636
884,726,1725025089653
884,726,1725025089669
884,726,1725025089686
884,727,1725025089703
884,731,1725025089719
884,736,1725025089736
884,741,1725025089753
884,746,1725025089770
884,751,1725025089787
884,756,1725025089803
884,760,1725025089820
884,764,1725025089837
884,768,1725025089853
884,773,1725025089870
884,778,1725025089886
884,782,1725025089904
884,786,1725025089920
884,788,1725025089936
884,792,1725025089953
884,798,1725025089970
883,803,1725025089986
879,812,1725025090003
878,816,1725025090021
877,818,1725025090037
876,821,1725025090053
876,823,1725025090070
874,825,1725025090087
872,830,1725025090104
869,836,1725025090120
866,841,1725025090137
863,847,1725025090154
862,851,1725025090170
859,857,1725025090187
856,861,1725025090204
853,866,1725025090221
851,871,1725025090237
849,877,1725025090254
844,883,1725025090270
843,887,1725025090288
841,889,1725025090304
839,892,1725025090320
837,894,1725025090338
835,896,1725025090354
830,900,1725025090371
823,903,1725025090387
813,905,1725025090405
802,906,1725025090421
795,907,1725025090438
789,907,1725025090454
786,907,1725025090471
784,906,1725025090488
781,898,1725025090504
780,883,1725025090521
782,847,1725025090538
792,791,1725025090554
810,699,1725025090571
826,633,1725025090588
854,561,1725025090605
900,491,1725025090621
972,429,1725025090638
1076,377,1725025090655
1210,339,1725025090671
1210,339,1725025090688
1210,339,1725025093689
1210,339,1725025093706
1210,339,1725025093727
1210,339,1725025093744
1210,339,1725025093760
1210,339,1725025093777
1210,339,1725025093794
1210,339,1725025093810
1210,339,1725025093827
1210,339,1725025093844
1210,339,1725025093861
1210,339,1725025093878
1210,339,1725025093895
